%          Ground truth positioning data 
%  Timestamp (sec)       x (m)    y (m)    phi (rad)  
% ----------------------------------------------------
   1281005421.620184    -1.500    -6.361   -0.6554
   1281005423.750182    -1.495    -6.363   -0.6492
   1281005426.100387    -1.500    -6.370   -0.6492
   1281005427.600203    -1.487    -6.374   -0.5076
   1281005428.020199    -1.475    -6.386   -0.2336
   1281005428.450220    -1.461    -6.388    0.0750
   1281005428.880267    -1.449    -6.384    0.3664
   1281005429.301360    -1.439    -6.379    0.6573
   1281005429.730561    -1.433    -6.371    0.9453
   1281005430.150521    -1.428    -6.360    1.2384
   1281005430.580009    -1.432    -6.354    1.4570
   1281005432.500165    -1.426    -6.036    1.6435
   1281005433.360233    -1.429    -5.922    1.6832
   1281005434.640491    -1.472    -5.595    1.7116
   1281005435.281003    -1.550    -5.267    2.0326
   1281005435.700284    -1.672    -5.097    2.3119
   1281005438.260178    -1.855    -4.960    2.2639
   1281005438.900197    -2.018    -4.677    1.8220
   1281005439.540469    -2.042    -4.370    1.4939
   1281005440.400305    -2.056    -4.083    1.7848
   1281005441.040675    -2.152    -3.758    1.8718
   1281005441.680525    -2.233    -3.451    1.7487
   1281005442.320546    -2.277    -3.120    1.6255
   1281005442.960335    -2.276    -2.800    1.5311
   1281005443.600713    -2.273    -2.483    1.7050
   1281005444.240538    -2.358    -2.168    1.9010
   1281005444.880532    -2.464    -1.859    1.8941
   1281005445.520235    -2.567    -1.558    1.8954
   1281005446.160616    -2.667    -1.269    1.9040
   1281005446.800796    -2.756    -0.936    1.8953
   1281005447.440618    -2.877    -0.635    2.1107
   1281005447.870191    -3.064    -0.490    2.4022
   1281005448.510199    -3.332    -0.304    2.5639
   1281005449.150207    -3.538    -0.123    2.4488
   1281005449.790210    -3.794     0.075    2.6292
   1281005450.220567    -4.112     0.171    2.9075
   1281005451.071050    -4.395     0.253    2.7171
   1281005451.710750    -4.633     0.452    2.3727
   1281005452.350637    -4.866     0.682    2.2329
   1281005452.990878    -5.064     0.972    2.1137
   1281005453.630220    -5.210     1.254    1.8857
   1281005454.270864    -5.244     1.561    1.5786
   1281005454.910183    -5.166     1.859    1.3235
   1281005455.550171    -5.073     2.175    1.1803
   1281005456.190259    -4.949     2.463    1.0496
   1281005456.830548    -4.742     2.742    0.9498
   1281005457.470204    -4.551     3.001    0.8355
   1281005458.110187    -4.304     3.228    0.6676
   1281005458.750255    -4.032     3.351    0.2928
   1281005459.390196    -3.740     3.357   -0.0692
   1281005460.030647    -3.420     3.294   -0.3415
   1281005460.670052    -3.114     3.182   -0.3693
   1281005461.310206    -2.814     3.064   -0.3683
   1281005461.950208    -2.518     2.958   -0.2486
   1281005462.590494    -2.153     2.908   -0.0304
   1281005463.230186    -1.847     2.914    0.0423
   1281005463.870179    -1.575     3.000    0.0888
   1281005464.510173    -1.220     3.029    0.1121
   1281005465.160490    -0.902     3.045   -0.1216
   1281005465.790163    -0.610     2.916   -0.5465
   1281005466.430194    -0.362     2.701   -1.0013
   1281005467.070161    -0.285     2.376   -1.4321
   1281005467.720529    -0.311     2.074   -1.8742
   1281005468.350255    -0.442     1.781   -2.0864
   1281005468.990208    -0.628     1.491   -2.1085
   1281005469.630221    -0.767     1.218   -1.8772
   1281005470.060587    -0.748     1.016   -1.6188
   1281005470.490179    -0.756     0.802   -1.3654
   1281005470.920577    -0.658     0.611   -1.1145
   1281005471.340221    -0.544     0.415   -0.8531
   1281005471.770201    -0.382     0.271   -0.6025
   1281005472.200533    -0.163     0.177   -0.3467
   1281005472.620517     0.041     0.148   -0.0963
   1281005473.270261     0.358     0.138   -0.0275
   1281005473.900720     0.669     0.095   -0.2510
   1281005474.540133     0.940    -0.019   -0.3382
   1281005475.180176     1.238    -0.119   -0.3790
   1281005475.830823     1.587    -0.218   -0.3947
   1281005476.460474     1.875    -0.391   -0.3859
   1281005477.320836     2.274    -0.552   -0.3935
   1281005477.960532     2.566    -0.673   -0.3860
   1281005478.600223     2.891    -0.798   -0.3314
   1281005479.240538     3.212    -0.896   -0.2482
   1281005479.880437     3.522    -0.955   -0.1515
   1281005480.520205     3.798    -0.951   -0.0477
   1281005482.230170     3.869    -0.958   -0.0133
   1281005483.080251     4.176    -0.926    0.1787
   1281005483.721095     4.499    -0.865    0.1927
   1281005484.360854     4.817    -0.807    0.1872
   1281005485.000584     5.144    -0.755    0.1792
   1281005485.640831     5.457    -0.696    0.1744
   1281005486.280313     5.773    -0.637    0.1699
   1281005486.920889     6.086    -0.580    0.1594
   1281005487.560726     6.399    -0.534    0.1699
   1281005488.200543     6.721    -0.463    0.2927
   1281005488.840545     6.989    -0.315    0.5209
   1281005489.480737     7.247    -0.090    0.7507
   1281005489.909965     7.357     0.055    1.0071
   1281005490.340274     7.468     0.245    1.2616
   1281005490.760579     7.519     0.473    1.5670
   1281005491.190130     7.444     0.702    1.8556
   1281005491.620599     7.365     0.930    2.1611
   1281005492.040198     7.212     1.097    2.4294
   1281005492.680195     6.937     1.284    2.6353
   1281005493.320621     6.646     1.432    2.6867
   1281005493.960888     6.331     1.510    2.7442
   1281005494.390156     6.117     1.585    2.9795
   1281005494.820732     5.934     1.587   -3.0267
   1281005495.450436     5.597     1.552   -3.0551
   1281005496.101099     5.275     1.551    3.1343
   1281005496.740545     4.964     1.519   -2.9879
   1281005497.380477     4.676     1.497    3.0538
   1281005498.230168     4.484     1.528    2.8766
   1281005502.070170     4.358     1.567    2.7870
   1281005503.570184     4.119     1.651    2.8132
   1281005505.490656     3.917     1.790    2.4560
   1281005507.190746     3.905     1.827    2.1916
   1281005509.540154     3.788     2.084    1.8555
   1281005510.390803     3.764     2.338    1.5741
   1281005511.040107     3.745     2.648    1.6954
   1281005511.680205     3.730     2.925    1.7471
   1281005512.950726     3.645     3.211    1.8162
   1281005513.600202     3.604     3.427    1.9208
   1281005515.300365     3.557     3.522    1.7472
   1281005516.370200     3.572     3.368    1.5225
   1281005519.360229     3.653     3.371    0.1125
   1281005521.490525     3.797     3.149   -1.2613
   1281005522.140587     3.849     2.823   -1.5975
   1281005522.770187     3.820     2.522   -1.6924
   1281005523.410251     3.811     2.278   -1.4182
   1281005523.840855     3.913     2.083   -1.1099
   1281005524.270162     4.027     1.897   -0.8024
   1281005524.690207     4.210     1.801   -0.5088
   1281005525.121197     4.413     1.718   -0.2077
   1281005525.540719     4.567     1.705    0.1042
   1281005527.470210     4.601     1.715    0.0857
   1281005528.960569     4.705     1.720   -0.0094
   1281005530.670170     4.877     1.710   -0.1044
   1281005532.591073     5.219     1.668   -0.1256
   1281005533.230501     5.534     1.627   -0.1429
   1281005533.870210     5.848     1.579   -0.1634
   1281005534.510170     6.153     1.540    0.0153
   1281005534.940197     6.389     1.564    0.3155
   1281005535.360579     6.582     1.700    0.6079
   1281005535.790481     6.737     1.830    0.8687
   1281005536.430583     6.916     2.088    1.1406
   1281005537.070729     6.974     2.401    1.3021
   1281005537.711196     7.120     2.701    1.1413
   1281005538.351135     7.293     2.984    0.8788
   1281005538.990561     7.487     3.236    1.0557
   1281005539.410890     7.572     3.423    1.3080
   1281005539.850497     7.605     3.648    1.6049
   1281005540.270545     7.530     3.839    1.8962
   1281005540.700114     7.424     4.001    2.1915
   1281005541.120329     7.262     4.193    2.4947
   1281005541.550174     7.097     4.264    2.7683
   1281005542.190131     6.788     4.347    2.8374
   1281005543.900473     7.056     4.182    2.1976
   1281005545.390527     6.984     4.403    1.7294
   1281005546.680265     6.984     4.258    1.3706
   1281005547.530558     7.205     4.532    0.6697
   1281005548.170421     7.476     4.669    0.2405
   1281005548.810925     7.805     4.682   -0.2063
   1281005549.450545     8.112     4.603   -0.2055
   1281005549.880258     8.352     4.568    0.0341
   1281005550.300194     8.525     4.629    0.2482
   1281005553.500136     8.782     4.672    0.1595
   1281005555.640140     8.880     4.630   -0.9697
   1281005556.280525     8.932     4.325   -1.4077
   1281005556.920893     8.938     4.008   -1.8483
   1281005557.980557     8.905     3.918   -1.9655
   1281005558.840137     9.028     4.115   -2.1810
   1281005559.910216     8.785     4.016   -2.8502
   1281005560.551085     8.465     3.948   -2.9533
   1281005561.190561     8.159     3.890   -2.9931
   1281005561.820415     7.802     3.851   -2.9156
   1281005562.470400     7.500     3.743   -2.6942
   1281005562.890662     7.482     3.733   -2.4230
   1281005563.320122     7.458     3.681   -2.1047
   1281005563.740188     7.410     3.468   -1.9162
   1281005564.390745     7.304     3.153   -1.8441
   1281005565.030141     7.229     2.851   -1.7038
   1281005565.670144     7.224     2.539   -1.4276
   1281005566.090194     7.313     2.335   -1.2305
   1281005566.730201     7.452     2.032   -0.9826
   1281005567.370185     7.588     1.857   -0.8130
   1281005569.300250     7.787     1.658   -0.4987
   1281005569.720616     8.007     1.621   -0.1831
   1281005570.150605     8.210     1.606    0.0429
   1281005571.000535     8.489     1.605   -0.0016
   1281005572.280013     8.702     1.614    0.1438
   1281005575.060237     9.036     1.620   -0.2024
   1281005575.690181     9.351     1.555   -0.1259
   1281005576.130523     9.481     1.544    0.1246
   1281005576.551444     9.568     1.582    0.4134
   1281005576.980197     9.719     1.714    0.6603
   1281005577.620211     9.980     1.905    0.5229
   1281005578.260257    10.295     2.001    0.1125
   1281005578.900313    10.620     1.984   -0.3068
   1281005579.540211    10.897     1.795   -0.5948
   1281005580.180202    11.152     1.612   -0.5749
   1281005580.820599    11.449     1.482   -0.5974
   1281005581.460566    11.706     1.339   -0.3183
   1281005582.530320    11.639     1.323   -0.0545
   1281005582.950191    11.535     1.340    0.1508
   1281005583.801048    11.694     1.372    0.3684
   1281005584.870169    11.901     1.507    0.6944
   1281005585.300491    11.984     1.582    0.9903
   1281005585.730520    12.018     1.689    1.2739
   1281005587.010687    12.124     1.982    1.1514
   1281005588.290526    12.186     2.254    1.3354
   1281005588.710596    12.229     2.470    1.5831
   1281005589.140213    12.166     2.656    1.8449
   1281005590.421093    12.080     2.973    1.9325
   1281005591.060698    11.951     3.279    1.8994
   1281005592.130208    11.911     3.357    1.9129
   1281005592.550231    11.910     3.371    2.1174
   1281005592.980554    11.896     3.334    2.4179
   1281005593.410295    11.918     3.349    2.7101
   1281005593.830230    11.984     3.293    2.9928
   1281005594.260363    11.997     3.297   -2.9861
   1281005594.690169    12.022     3.331   -2.6808
   1281005595.330469    12.078     3.345   -2.2493
   1281005595.750823    12.097     3.322   -1.9453
   1281005596.180099    12.059     3.161   -1.6346
   1281005596.610685    12.110     2.912   -1.3550
   1281005597.040507    12.129     2.717   -1.1199
   1281005598.100125    12.204     2.681   -0.9587
   1281005599.170191    12.211     2.625   -0.7188
   1281005601.730860    12.272     2.601   -0.6661
   1281005605.150489    12.196     2.615   -1.1981
   1281005606.000698    12.227     2.378   -1.6494
   1281005606.640766    12.167     2.073   -1.9349
   1281005607.280252    12.004     1.816   -2.2899
   1281005608.130507    11.873     1.695   -2.5005
   1281005616.450495    11.599     1.559   -2.7794
   1281005617.730896    11.363     1.540   -3.0754
   1281005618.380115    11.042     1.575    2.8007
   1281005619.020540    10.749     1.687    2.8680
   1281005619.440207    10.530     1.728    3.1216
   1281005619.870501    10.296     1.673   -2.9004
   1281005620.510498     9.987     1.597   -2.9555
   1281005621.150495     9.707     1.532   -3.0492
   1281005621.790198     9.381     1.530    3.1291
   1281005622.430184     9.058     1.503   -2.9299
   1281005623.070169     8.703     1.461   -3.1146
   1281005623.710236     8.399     1.559    2.7967
   1281005624.350154     8.104     1.656    2.8863
   1281005624.990190     7.789     1.679    2.9694
   1281005625.630344     7.514     1.704    3.1401
   1281005627.340009     7.622     1.704   -2.9382
   1281005627.760462     7.473     1.645   -2.7458
   1281005628.190794     7.302     1.505   -2.4579
   1281005628.620184     7.141     1.354   -2.1591
   1281005629.040265     7.085     1.222   -1.8832
   1281005630.970396     7.070     1.178   -1.6005
   1281005631.390907     7.082     1.188   -1.3184
   1281005631.820224     7.157     1.066   -1.0549
   1281005632.460190     7.312     0.781   -1.0513
   1281005633.100189     7.464     0.503   -1.1227
   1281005633.740195     7.595     0.216   -1.1918
   1281005634.380157     7.698    -0.119   -1.3010
   1281005635.020234     7.750    -0.431   -1.7015
   1281005635.660151     7.636    -0.713   -2.1393
   1281005636.300198     7.372    -0.974   -2.5844
   1281005636.940530     7.058    -1.047   -3.0168
   1281005637.580432     6.732    -1.056    3.0877
   1281005638.220282     6.400    -1.087   -3.0538
   1281005638.870165     6.084    -1.074    3.0812
   1281005639.500277     5.770    -1.044    3.0850
   1281005640.140932     5.440    -1.037    3.1318
   1281005640.780729     5.136    -1.031    3.0931
   1281005641.420203     4.793    -1.006    3.0456
   1281005642.060537     4.502    -0.975    2.9715
   1281005642.710138     4.186    -0.911    2.9041
   1281005643.350286     3.857    -0.823    2.8323
   1281005643.980881     3.561    -0.728    2.8779
   1281005644.630819     3.237    -0.654    2.9754
   1281005645.270579     2.905    -0.606    3.0152
   1281005645.910628     2.584    -0.569    3.0424
   1281005646.551089     2.265    -0.543    3.0702
   1281005647.190582     1.947    -0.522    3.0664
   1281005647.830965     1.590    -0.486    3.0690
   1281005648.470574     1.271    -0.463    3.0526
   1281005649.100437     0.948    -0.437    3.0593
   1281005649.750172     0.629    -0.432   -3.0340
   1281005650.390177     0.319    -0.545   -2.7679
   1281005651.030648     0.075    -0.708   -2.4763
   1281005651.450145    -0.084    -0.851   -2.1917
   1281005651.880992    -0.141    -0.986   -1.9357
   1281005659.570143    -0.142    -0.995   -1.8396
